	TCGA-A7-A13F-01	TCGA-A2-A0YE-01	TCGA-BH-A0B0-01	TCGA-C8-A131-01	TCGA-A2-A0D3-01	TCGA-AN-A0XN-01	TCGA-E2-A573-01	TCGA-E2-A15P-01	TCGA-A2-A25F-01	TCGA-AO-A12F-01	TCGA-E2-A1IK-01	TCGA-E9-A1NC-01	TCGA-EW-A1P4-01	TCGA-AR-A24N-01	TCGA-BH-A18I-01	TCGA-AR-A24L-01	TCGA-BH-A18G-01	TCGA-AO-A0JG-01	TCGA-BH-A0BD-01	TCGA-E2-A15I-01	TCGA-BH-A5IZ-01	TCGA-D8-A1JS-01	TCGA-AO-A03P-01
ACSS1	1135	2313	5571	711	1064	391	1045	5038	2711	2619	2278	883	849	1066	4409	895	167	7784	780	7099	317	3577	4706
ACSS2	2533	2058	3527	4287	2288	1552	902	3362	2591	6517	1648	1110	4236	3658	2250	3064	1634	2860	2137	1751	1095	2268	1851
ACSS3	874	706	269	200	727	256	192	3457	574	177	336	202	568	1460	1751	2264	818	3407	1188	280	18	462	943
ACTA1	30	126	36	130	105	36	60	9	580	127	5	5941	17	13	721	280	3	9	9	111	40	6	28
ACTA2	10654	14640	24810	14800	6974	39732	5779	20266	27272	44467	5955	75412	9376	21875	41034	32278	7969	17880	14067	12648	7182	13334	16540
ACTBL2	24	13	4	2	7	1	4	1	14	13	3	10	30	8	12	7	65	6	32	1	50	1	37
ACTB	259928	390433	253992	466223	241465	295390	369401	213088	496976	366721	106116	430565	388248	262435	343615	219917	221041	178800	323100	163000	280646	147225	167823
ACTC1	6	15	28	3	0	5	18	7	733	177	2	13	4	10	10	13	0	21	18	0	18	21	8
ACTG1	201038	172309	104381	132831	258623	176573	169500	218162	289373	195168	99584	289373	318409	294506	246864	290880	287539	221031	287041	111453	253098	130966	308716
ACTG2	147	220	661	616	574	1836	380	1341	2679	85667	494	47276	284	219	6129	1803	16	2825	550	927	124	926	341
ACTL6A	2897	6632	2039	2679	4145	2933	4873	3782	4792	5385	1666	3197	4838	3839	4018	4309	1903	4146	3711	2368	4113	2783	5293
ACTL6B	0	0	0	0	0	0	0	0	0	0	619	0	0	0	0	0	0	0	0	0	0	0	0
ACTL7A	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL7B	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	3	0
ACTL8	3	3	59	18	31	47	307	0	2407	60	4	585	0	0	1	606	10	0	529	8	297	0	57
ACTL9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ACTN1	19480	18507	17967	21016	15703	26392	14134	18552	27436	33385	8250	67457	18776	15676	34757	20550	14881	15697	27882	9541	14294	5665	7648
ACTN2	1	26	1	4	0	1	7	56	14	10	81	3	7	4	8	2	12	5	307	8	1	1	2
ACTN3	0	6	1	0	1	3	5	3	8	3	0	9	2	2	0	4	8	4	0	0	3	1	3
ACTN4	26496	73450	23083	23938	22041	14419	21090	36260	34154	48571	11568	79675	74928	18206	31612	28300	18626	40663	27299	19531	28961	17822	21130
ACTR10	1752	1945	2743	1852	2224	2079	2183	1991	3595	2592	2422	2839	1323	3809	3996	6128	1243	4246	2585	3471	1281	3937	2764
ACTR1A	6443	5147	7733	8251	6149	4415	6399	5777	9783	5866	5194	7173	6795	6382	9467	10105	5129	10334	8312	5714	8212	10718	5470
ACTR1B	2704	7669	4125	3438	3454	1704	3050	4412	2931	3361	2243	3180	3839	2796	4128	3061	2157	3349	3191	2596	2419	7319	2789
ACTR2	15624	30525	15640	20988	24428	20547	22594	28138	61861	26702	8781	13519	24186	29911	27873	35542	7935	22773	23582	19312	16008	11660	18781
ACTR3B	279	3644	390	300	740	247	1514	773	583	7630	372	616	622	493	558	540	610	697	479	661	4751	711	820
ACTR3C	155	99	103	220	75	6	167	128	121	203	98	120	213	138	110	76	79	131	272	123	61	92	89
ACTR3	7855	19870	10804	14726	15654	14351	15137	13580	38775	12185	7366	15518	14220	19440	17366	20392	6420	12112	15169	7541	9147	4188	9669
ACTR5	900	682	487	539	706	446	615	638	983	1001	363	345	699	492	721	1052	225	816	459	518	320	759	492
ACTR6	1250	1359	1294	1324	2082	1073	1319	2233	2595	1872	1185	1072	892	2913	2539	2487	768	2162	1473	2055	689	2395	2820
ACTR8	1101	1875	1395	682	1697	814	693	2869	1985	1286	863	683	1051	1719	1901	1468	421	2481	1521	1040	704	1440	1889
ACTRT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTRT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACVR1B	2489	2858	2100	1585	3853	1380	1190	4608	2716	2367	2232	1140	1480	2614	5888	8150	1299	4108	2672	3741	2269	2483	5490
ACVR1C	12	84	261	25	18	65	26	55	562	74	69	22	104	49	94	154	25	52	299	35	10	11	13
ACVR1	1709	5355	2658	2563	3158	5073	1432	3151	3832	2177	1726	2752	2224	4321	4888	5378	1143	3979	2608	2814	958	3413	2088
ACVR2A	237	2121	480	1287	567	1025	763	928	1838	2885	298	903	693	997	2079	1522	331	785	639	998	374	92	678
ACVR2B	611	644	546	610	2457	1149	613	2603	1418	1656	302	268	517	1789	2029	3133	260	767	1141	1650	418	592	1337
ACVRL1	964	664	1760	1075	591	1080	868	1192	4605	2260	597	1335	937	771	1675	2242	408	2208	1642	765	818	808	1035
ACY1	3243	1358	894	3933	3052	598	1335	3033	1047	1434	1849	1567	1810	3654	2376	1184	1001	1339	2133	1999	870	6788	3868
ACY3	2	11	108	4	8	2	40	15	137	84	9	39	32	12	107	3	10	9	57	253	18	49	4
ACYP1	78	237	105	115	109	52	325	142	154	337	230	226	183	220	337	140	157	126	185	256	510	193	212
ACYP2	242	351	318	395	311	147	450	443	365	437	728	466	754	320	272	412	417	455	264	413	603	617	318
ADAD1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAD2	6	1	0	4	1	1	7	1	2	1	3	1	0	4	5	2	0	3	1	0	9	1	4
ADAL	1025	562	487	252	398	330	176	1172	446	347	335	156	948	672	814	1305	134	651	419	584	189	770	2368
ADAM10	3172	6073	3968	2960	5210	5225	1298	5613	9361	4202	1975	1247	11340	4735	7868	12424	2056	3710	6054	5975	5135	1561	4499
ADAM11	11	210	3	4	46	28	19	31	49	104	7	14	5	13	16	48	6	24	12	27	6	5	75
ADAM12	3478	3740	16223	7589	2326	13915	1211	6691	17105	8742	340	2694	4452	11271	30200	21192	3358	3882	6917	7333	1701	305	2274
ADAM15	16987	14789	27955	23445	35172	6821	14615	27278	11946	12216	8459	10853	4088	28284	8568	5501	7313	6254	20825	9627	32666	34281	6247
ADAM17	1628	5986	1278	1171	1869	1806	2150	3058	4823	3813	807	713	1963	1959	2613	3849	823	2329	2451	1939	3092	1109	1349
ADAM18	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ADAM19	1227	3338	1620	1827	822	2216	1800	1029	12770	1578	201	1114	2890	1358	4358	3381	551	986	1917	913	576	150	769
ADAM20	0	3	2	1	3	2	3	4	1	1	3	0	1	1	6	6	0	0	6	10	4	2	0
ADAM21P1	1	8	20	0	16	1	12	8	1	4	0	3	2	2	4	1	0	0	6	6	8	5	4
ADAM21	7	48	56	1	26	5	31	37	10	39	3	10	9	7	16	14	12	9	16	31	20	23	12
ADAM22	233	266	96	13	69	164	5	401	270	16	38	24	176	417	415	723	0	295	129	575	6	1	87
ADAM23	24	18	131	29	21	76	9	70	360	45	7	59	177	117	196	145	12	196	88	58	19	1	14
ADAM28	140	108	176	84	414	216	478	134	2805	83	235	381	252	255	611	352	71	306	3000	790	103	587	99
ADAM29	3	1	2	33	0	0	0	0	5	0	0	1	0	1	2	49	4	0	1	3	0	0	1
ADAM2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0
ADAM30	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM32	322	71	24	5	136	412	45	110	90	91	35	136	55	14	14	139	137	15	258	29	110	1	20
ADAM33	112	59	395	33	35	15	23	366	325	112	21	73	46	133	340	253	74	416	71	217	25	2	11
ADAM3A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM5P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM6	7355	88562	20559	54201	24917	2410	214293	111564	528454	42934	75834	321638	51508	321490	90324	37957	1588	36030	48154	22093	32323	1300	28413
ADAM7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM8	634	877	928	646	985	3269	1513	295	3679	364	1266	2173	5051	804	1761	652	122	1413	2360	1906	7880	356	761
ADAM9	1498	10827	5389	2601	11872	8115	4084	2574	13167	6114	1300	8335	6231	7927	6216	15770	3537	3783	10114	2865	8379	500	1933
ADAMDEC1	54	111	196	154	156	428	1612	120	17121	2	232	939	296	69	215	201	25	345	1029	290	350	6	621
ADAMTS10	75	674	389	166	195	250	229	438	550	274	23	415	142	468	373	405	257	553	593	233	130	34	159
ADAMTS12	812	1187	716	859	532	3682	85	737	2074	1480	62	179	774	2329	3115	5234	149	981	1760	600	229	52	399
ADAMTS13	80	120	115	37	244	41	233	831	52	178	63	88	35	195	214	73	27	95	133	324	78	276	165
ADAMTS14	164	169	1067	776	180	404	210	242	305	479	27	286	332	626	900	646	497	129	487	158	196	28	134
ADAMTS15	2240	53	936	5	1581	361	11	5984	371	365	1355	34	32	235	107	406	0	337	574	789	14	310	18
ADAMTS16	19	34	1504	97	154	1737	18	391	423	442	2	924	115	997	1917	1754	13	159	140	632	64	7	142
ADAMTS17	18	13	343	31	166	74	71	42	246	44	20	77	214	177	452	455	23	39	31	63	38	69	66
ADAMTS18	26	33	336	2	21	54	14	241	341	338	9	3	6	114	160	66	6	30	89	25	1	3	5
ADAMTS19	397	39	136	0	1	0	10	575	5	190	0	0	2	0	162	415	0	3	11	14	0	105	283
ADAMTS1	1951	2983	1810	1982	674	971	1994	2665	6550	16047	1417	1172	4746	1684	3270	1751	5314	2660	1401	2690	6799	505	969
ADAMTS20	0	0	15	0	0	3	2	1	0	3	0	0	0	0	9	28	0	0	0	0	0	0	57
ADAMTS2	835	1232	3034	2482	681	3910	537	1740	4339	2217	102	1062	3024	2405	5413	3536	506	1618	2167	1036	617	44	416
ADAMTS3	57	1092	55	451	85	61	74	137	333	1606	21	56	439	67	130	174	10	128	75	65	56	6	35
ADAMTS4	5771	1802	1681	3010	5847	3681	1305	1553	3240	15268	1008	1644	2128	5225	2672	1707	910	955	4259	621	1248	153	711
ADAMTS5	415	1483	1627	1631	352	1429	299	1306	3308	3475	150	190	4486	730	1195	1870	85	1066	497	1074	1567	88	509
ADAMTS6	125	85	352	135	132	348	77	238	261	230	7	75	93	302	895	581	18	193	112	253	38	23	43
ADAMTS7	299	3255	708	763	154	1413	1035	321	565	966	82	979	820	377	871	787	197	657	454	181	452	142	393
ADAMTS8	15	14	36	6	3111	3	176	57	170	34	10	85	9	186	78	12	8	45	39	33	33	60	13
ADAMTS9	710	2413	936	752	329	569	565	2274	2256	9111	473	273	1867	523	2209	1263	1290	841	1040	529	395	101	502
ADAMTSL1	304	306	530	128	156	1169	312	448	1122	1215	80	162	260	252	358	362	207	381	372	306	171	59	252
ADAMTSL2	213	400	549	491	150	733	176	279	790	333	77	1169	226	273	817	473	149	737	233	274	297	249	537
ADAMTSL3	98	1487	399	31	120	396	127	335	495	232	36	267	701	370	1301	537	48	343	1036	251	167	36	321
ADAMTSL4	1154	1415	1104	400	284	421	1640	184	2180	420	58	2731	482	377	573	273	170	344	1119	1488	347	89	117
ADAMTSL5	493	12	164	124	379	292	23	170	84	10	20	28	44	250	439	195	50	29	299	164	36	600	24
ADAP1	839	1930	609	389	796	145	594	624	791	67	153	349	507	708	846	667	263	705	807	524	458	443	800
ADAP2	880	520	606	464	424	1154	424	581	3340	552	638	640	493	627	1248	1103	257	705	1191	600	472	389	568
ADARB1	627	2571	1250	843	804	2568	1363	1880	2725	1264	663	987	2477	1213	1993	1981	546	1375	1059	1511	820	198	1334
ADARB2	13	3	2	0	25	13	5	3	27	4	2	3	0	2	1	20	47	6	10	10	2	3	3
ADAR	27846	41032	36877	12387	63677	23308	31912	49947	65222	22034	15569	21172	24233	98911	36871	61359	10613	44060	97056	24055	20806	24064	39084
ADAT1	1145	867	444	278	808	469	202	1606	1302	611	497	211	995	1877	1139	1829	123	1566	1094	830	427	318	1200
ADAT2	90	259	103	220	289	155	228	239	465	1055	92	176	379	225	222	231	207	233	155	259	195	125	692
ADAT3	19	60	133	224	223	66	178	97	61	63	87	112	71	89	96	27	64	105	47	38	334	88	101
ADA	245	811	390	273	222	324	792	296	1241	518	254	554	749	577	653	771	271	292	473	190	378	99	502
ADCK1	360	785	336	468	582	200	384	310	484	552	414	348	463	463	588	509	250	731	334	690	273	820	777
ADCK2	4215	2527	2628	1339	3034	1302	2245	5031	3170	1162	2367	3498	1711	4741	2482	3466	1350	3294	2972	2656	4446	3564	2271
ADCK4	1351	3062	1391	1327	1670	698	1303	3214	1125	1221	1593	1715	3450	1732	3640	1092	867	1319	1819	1391	2201	3372	809
ADCK5	286	488	297	851	444	100	873	322	166	718	185	883	269	573	595	254	188	253	315	236	542	664	319
ADCY10	2	2	8	11	17	9	2	9	1	6	1	2	1	4	2	16	0	10	136	5	1	4	9
ADCY1	1689	232	919	100	1162	401	285	1040	355	244	150	61	2202	468	9026	6562	19	494	1684	1649	69	7095	4732
ADCY2	118	5709	3780	413	22	568	301	213	299	12	6	1465	12	65	1533	153	25	52	59	934	990	72	63
ADCY3	3535	4686	1499	1159	4027	1637	1977	2538	6265	3172	1868	3624	1325	3248	3088	4716	1558	2444	4081	1016	2757	2149	1962
ADCY4	193	166	447	171	206	148	251	690	705	822	204	273	145	355	449	576	25	914	302	335	220	210	247
ADCY5	178	14	1749	3	12	15	10	618	328	123	30	30	10	18	293	139	0	540	924	566	4	1	4
ADCY6	3707	3421	2696	1789	6120	2040	2589	10016	2007	2578	1808	1553	2351	8238	5653	8933	753	5783	3978	8612	3430	5901	3778
ADCY7	690	3487	1228	1604	1156	2474	1816	1033	9657	2354	465	3023	2899	1402	3347	2020	521	1696	1605	1332	2607	253	963
ADCY8	4	0	3	0	0	2	1	0	2	0	0	0	2	0	0	1	13	0	0	0	0	1	9
ADCY9	1632	1709	2304	283	2820	1610	260	6411	1800	978	2266	1035	918	3513	8098	5439	475	2277	3039	8910	1113	1719	1764
ADCYAP1R1	4	11	34	5	3	7	0	11	51	15	4	0	4	4	9	37	0	20	9	4	0	0	2
ADCYAP1	3	14	25	1372	5	0	84	28	211	64	7	10	41	10	76	27	2	47	175	42	4	4	15
ADC	251	214	527	202	501	446	418	678	562	122	203	766	427	625	1264	571	168	516	758	727	325	453	260
ADD1	11231	13178	8983	7485	13592	9419	5236	22259	17580	8603	9398	7160	7794	15584	18031	21057	5057	21505	16746	15142	8342	15253	14752
ADD2	63	572	129	7	37	22	67	128	1003	1843	17	160	1582	55	68	584	66	81	67	55	464	7	13
ADD3	884	3558	3660	2289	1268	3447	4375	8339	12172	1834	2723	2229	7266	2752	5866	7020	418	4925	2085	2843	3227	244	1726
ADH1A	0	0	46	0	3	0	0	21	142	63	2	7	0	1	22	10	0	10	107	5	0	1	0
ADH1B	44	67	6703	1	296	30	0	1779	20950	7415	88	470	3	281	2034	1144	6	1513	9835	549	1	180	4
ADH1C	100	0	123	3	16	18	1	18	151	54	7	17	4	6	78	5	0	29	40	28	1	1	0
ADH4	0	3	0	0	2	0	0	3	21	535	0	3	4	1	0	0	0	0	14	0	0	2	0
ADH5	3360	6111	3641	4341	4224	3963	2633	6946	8234	5043	2783	3767	7568	5753	7011	8773	3190	8238	5442	5263	2453	6020	9630
ADH6	1	1	9	0	13	2	0	10	3	3	0	1	1	25	6	2	0	1	1	1	0	0	1
ADH7	23	1	0	0	0	9	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ADHFE1	83	14	254	53	229	77	151	234	143	40	92	48	14	50	336	103	45	159	108	636	16	11	46
ADI1	2760	7212	3129	3853	5050	1769	4067	1242	5709	6301	2356	2346	5242	6511	5541	2588	4646	3072	4582	8421	5112	10430	2301
ADIG	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADIPOQ	9	175	10003	3	441	47	2	2161	21136	8789	23	319	0	409	1640	1991	6	984	10779	239	0	112	1
ADIPOR1	13165	10626	14237	8295	18792	10060	6543	12224	8752	12404	6195	5870	9651	20770	10509	19285	12097	17370	20648	6115	8599	12109	11050
ADIPOR2	8918	11806	4894	2738	27887	3058	2690	8052	12328	8117	3515	5193	8560	13244	6890	40279	2454	28693	5189	4116	6661	5002	10948
ADK	1121	465	882	1004	1275	1613	916	604	1465	830	496	902	1410	1406	1141	3074	505	1052	1482	947	756	2029	4671
ADM2	635	471	219	2320	1122	724	697	173	518	666	1068	1787	438	835	246	363	477	347	1003	384	644	2008	226
ADM	130	907	558	1689	134	3587	346	123	809	602	65	953	1435	1286	314	161	763	130	302	93	327	119	142
ADNP2	1232	1352	1627	798	2946	1349	1053	4209	3441	1407	979	865	3000	2587	3147	4090	699	4642	2241	3932	2359	1543	3181
ADNP	15424	16365	7202	4204	14470	7611	6176	17525	9880	7824	4984	3759	9225	12240	13496	24453	2912	15847	9941	13320	6846	6579	20250
ADORA1	9411	224	458	797	1169	505	3161	160	221	1664	39	1506	286	150	304	1448	12867	222	2502	48	348	21	447
ADORA2A	4507	213	233	401	893	254	558	206	1576	204	136	424	280	253	5973	2302	163	511	1488	484	354	78	186
ADORA2B	396	799	41	437	30	95	138	188	283	196	33	223	502	23	147	87	77	52	196	55	322	64	159
ADORA3	844	104	458	136	467	889	90	333	904	218	426	399	118	352	782	709	419	331	635	471	67	442	323
ADO	1316	775	1359	1266	2019	1336	1815	1524	3348	2727	1446	1410	2379	2264	2563	3255	1130	2472	1949	1696	2250	1311	13575
ADPGK	3010	3737	2889	1985	2624	1604	1972	4571	6196	2588	1796	2596	3408	2152	3639	5904	1512	3066	2467	3247	3984	2835	2820
ADPRHL1	46	101	443	108	965	136	451	228	108	84	451	387	132	591	255	462	154	516	102	761	665	662	767
ADPRHL2	2286	1186	2293	1999	2275	1290	2312	2821	3201	1573	1783	3266	2533	2457	2688	1302	1350	1801	2209	1222	2755	2910	1890
ADPRH	447	656	772	450	619	785	870	852	3438	868	581	1115	1452	997	883	1398	577	873	872	755	1566	131	737
ADRA1A	1	2	14	0	0	0	3	2	42	15	1	27	0	0	3	7	0	6	1	2	0	0	5
ADRA1B	16	5	22	17	13	33	118	3	125	57	29	59	13	10	13	53	96	50	20	10	9	42	72
ADRA1D	45	4	30	2	0	26	3	4	15	19	5	15	21	6	14	8	14	7	5	4	9	8	30
ADRA2A	489	345	5598	231	756	1019	129	1225	5429	470	105	564	146	1909	5937	886	56	609	1088	3139	156	530	361
ADRA2B	69	131	21	4	18	14	59	44	110	41	10	114	60	9	44	41	18	60	24	52	61	16	21
ADRA2C	53	24	94	23	20	33	20	67	136	74	40	15	26	10	50	29	134	262	54	19	11	4	418
ADRB1	0	0	518	17	455	5	8	11	64	398	336	13	15	3	19	14	16	12	515	106	0	6	0
ADRB2	35	13	210	69	682	40	93	89	428	77	75	147	35	240	296	84	33	316	167	227	8	95	46
ADRB3	0	0	14	8	0	1	2	2	14	17	0	2	3	0	1	1	0	0	2	0	1	1	1
ADRBK1	2618	8325	5172	4406	4254	3505	5770	5672	10933	8302	4610	4822	6347	3384	6396	4909	2889	5576	16181	4865	6856	8425	4337
ADRBK2	1740	2334	1137	712	2253	1867	777	2111	5638	1060	1332	543	1053	1153	2281	4219	591	1095	2764	2222	401	226	613
ADRM1	4108	6901	3959	5165	2880	1798	9311	3728	4218	8495	2842	7281	5732	3142	4216	4515	3892	4050	4244	2277	7410	7017	6522
ADSL	1949	3068	1356	1902	2532	1754	2079	1383	4804	4078	1377	4490	2382	2489	2011	1815	1892	1549	2463	1189	1895	4305	1815
ADSSL1	78	2135	317	363	447	159	170	553	94	783	260	94	173	357	362	97	21	413	521	613	51	1227	156
ADSS	3735	4353	5987	3653	14601	5435	4778	5429	6227	7130	2164	4474	3247	12177	7086	7325	4458	6419	9120	4485	5251	5667	7627
AEBP1	29401	45349	57096	36780	22637	133890	9783	27760	47116	32285	2614	62185	22508	51893	82636	78776	27477	34277	52141	23358	14381	2450	26369
AEBP2	1342	2852	1110	792	2006	997	1567	1756	4485	4705	874	1024	2135	2132	3187	3165	890	2791	1575	2518	1658	1077	2263
AEN	1583	2263	1116	1313	834	881	903	1274	1673	1709	941	1461	2433	1329	1677	2919	1277	845	1310	802	1960	1303	10402
AES	19222	10240	22685	29261	15682	14052	18626	14841	13011	24330	18309	18648	18281	10525	17061	16145	15740	26407	17852	13635	23941	28938	22955
AFAP1L1	743	323	937	573	302	676	440	685	1625	1442	288	550	1321	474	845	1216	101	1532	621	562	293	321	809
AFAP1L2	1099	182	984	862	439	769	359	1342	1058	593	431	429	949	970	2029	4819	355	1674	1334	1479	141	3007	787
AFAP1	2648	6795	2954	5006	3562	4435	1115	3316	5601	4565	1176	1760	5608	2693	6472	6060	1372	5713	3912	3578	2979	2035	3566
AFARP1	3	0	11	2	4	6	22	11	15	4	13	5	6	24	27	7	0	4	2	5	4	7	19
AFF1	5917	925	3497	2571	8898	3056	788	12774	8634	2491	2510	1067	4220	10707	14731	12094	1245	7862	5231	12304	1026	4586	4638
AFF2	22	6815	86	24	12	80	47	158	233	28	6	10	102	62	195	649	12	107	121	156	9	4	42
AFF3	3948	61	2198	11	11374	190	65	6393	767	270	4481	124	104	54	5871	35721	194	32276	10574	7962	14	13340	5597
AFF4	6955	10597	6320	2206	11216	6680	2344	23766	12598	4981	4524	2114	5815	20095	19392	16165	2561	20495	11021	16634	3289	5174	10731
AFG3L1	572	461	263	491	489	252	883	729	596	1610	330	313	722	487	699	421	239	789	539	577	251	436	750
AFG3L2	3537	3057	3588	1927	5268	2283	2819	6467	8077	3981	2324	4286	9939	5638	5252	6988	1608	3622	2954	4205	3570	4566	5914
AFMID	929	1735	885	928	1518	749	504	3713	691	1598	1877	948	2288	1336	1287	1754	3140	1641	850	3080	1999	5316	2303
AFM	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFP	3	0	0	2	0	0	0	19	0	0	23	248	1	2	163	2	0	114	2	41	0	0	1
AFTPH	5794	4148	3865	4017	8463	3681	2188	13023	7750	4773	3920	3123	3323	9614	8445	14782	1698	8015	4522	7277	2409	5375	5470
AG2	170	316	304	968	109	584	615	352	1186	1276	503	629	370	422	1129	466	154	610	566	402	429	209	275
AGAP11	24	65	123	20	198	56	50	94	56	36	54	37	5	390	59	91	2	108	27	278	65	42	30
AGAP1	801	2698	1399	967	2233	1495	928	2537	992	992	463	545	2458	2240	2128	1887	601	1295	2371	1672	1933	1570	1030
AGAP2	70	122	368	239	206	143	384	197	1645	189	150	356	354	148	462	175	168	646	237	251	56	113	90
AGAP3	2374	2576	2513	4478	1911	1967	3557	4125	3980	5686	2564	3190	4135	2401	4770	3251	2182	5212	2774	4195	6715	3568	5282
AGAP4	172	153	554	275	422	288	564	467	227	1878	96	398	251	343	560	1454	223	605	284	729	199	433	561
AGAP5	84	33	88	44	189	100	70	118	63	97	22	24	57	148	209	123	19	239	110	360	42	171	363
AGAP6	98	120	248	193	327	204	341	372	220	1814	66	188	148	204	360	151	108	442	252	577	175	338	285
AGAP7	16	5	21	8	9	9	17	14	12	92	5	88	11	55	24	922	30	18	9	25	15	25	14
AGAP8	8	32	35	40	72	11	57	223	12	275	12	37	20	13	91	77	28	119	83	178	32	104	47
AGA	2517	1149	956	1105	2786	1005	1248	2107	1088	2246	1333	873	778	2098	2547	3886	568	3375	2556	2210	1180	2615	3123
AGBL1	0	1	9	1	0	0	4	0	0	7	0	0	0	0	0	1	0	0	0	0	1	0	19
AGBL2	28	88	58	2	134	17	15	176	18	26	12	10	6	235	64	501	12	103	28	236	14	66	82
AGBL3	4	12	11	5	42	19	21	13	9	13	6	10	8	32	11	16	0	11	23	9	14	25	2
AGBL4	28	50	24	2	42	21	9	30	26	2	9	5	2	4	48	52	0	22	9	31	3	43	4
AGBL5	3345	5007	1472	964	2663	996	2294	3274	1391	3509	1495	1185	3425	2500	1781	1923	1732	1928	2433	1827	5293	2142	1940
AGER	11	104	25	47	48	15	213	89	76	326	27	132	75	54	61	12	41	181	38	104	73	81	49
AGFG1	2583	6623	3631	5615	5308	5946	4352	6733	9118	7650	2594	2409	5630	4746	6365	7792	2486	5285	4674	5649	2986	2959	4164
AGFG2	1175	347	2541	373	486	338	454	2289	1515	792	1695	595	428	718	1193	784	228	1005	806	4478	272	2523	530
AGGF1	3039	2663	1969	747	2594	1501	1155	4646	3869	1484	1648	947	1824	3845	4082	7144	1249	3715	3063	3137	1752	2398	3185
AGK	1477	1088	1526	1435	2043	1141	1359	2734	2366	3932	1152	700	1403	2053	1906	2303	923	1866	1413	1931	1465	1331	2441
AGL	286	1733	800	879	5492	8198	814	4164	4459	1647	1016	1069	3014	3369	5107	12784	628	87136	2743	5806	591	656	2162
AGMAT	176	26	59	82	285	48	89	230	520	99	55	76	336	550	123	60	37	77	236	58	144	46	105
AGPAT1	5102	12043	3983	4439	4933	4736	5779	6605	4816	4983	3820	6010	7568	5593	5658	4879	3462	7809	5644	4168	8032	4849	4971
AGPAT2	1343	1772	5355	1838	3647	1044	4399	3232	2884	1338	2403	3455	2364	1105	2414	1165	3979	2211	1924	1864	4128	3486	2160
AGPAT3	6941	9760	6777	3845	11710	3160	5393	13749	9779	4686	5604	4585	6660	8799	7172	8887	2528	6097	7541	6779	11553	8651	4863
AGPAT4	202	1563	529	447	208	771	501	545	771	1233	65	500	1109	464	992	1262	529	403	401	310	1693	38	101
AGPAT5	1733	1498	2328	751	5595	1754	1821	4273	3976	8423	2130	832	2201	1722	1584	2710	995	1535	2160	2543	3163	1205	1520
AGPAT6	7714	7264	3761	1840	7108	7031	3030	10867	7467	5311	3506	4034	6344	5477	4180	9296	3221	4012	6520	3922	6252	9803	6642
AGPAT9	250	181	160	18	40	159	286	168	413	861	46	419	309	49	314	561	89	548	162	168	262	91	78
AGPHD1	264	133	180	207	132	94	25	164	65	76	79	116	41	134	187	187	83	147	111	116	101	133	178
AGPS	3421	3172	2911	551	1413	4219	1218	2504	8867	4008	2824	1289	3982	21248	8794	6234	605	5151	6734	8709	1762	6046	3834
AGR2	16637	102	80948	5549	3783	2928	137	20603	6	241	75765	283	482	9305	52058	85175	2	1447	20486	16540	477	154453	9506
AGR3	9364	3	8796	8	8648	417	3	7418	2	23	1528	17	13	10798	19441	6911	0	5142	5325	8635	15	19497	383
AGRN	9297	26749	21961	32726	15951	11531	17513	19835	3395	6275	10482	10031	57815	10009	15113	9322	4785	8701	20152	12947	33546	7394	8577
AGRP	1	0	0	15	3	0	0	2	0	2	2	1	1	2	2	0	0	0	0	0	2	0	0
AGTPBP1	172	301	460	294	576	914	580	1238	4181	1352	482	416	1285	791	1099	1437	84	1199	539	682	586	574	1102
AGTR1	62	44	441	94	38	58	26	437	319	33	4599	31	42	104	339	37148	51	24240	76	599	19	7	7799
AGTR2	0	6	0	0	0	0	2	15	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
AGTRAP	2301	3089	2743	3400	2994	1955	2752	3229	2354	1562	2547	2426	5458	3326	4206	1274	1763	1124	3858	1515	4916	4539	2230
